Loyalty#,Province or State,City,Latitude,Longitude,Postal code,Education,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Income_Class,CustomerTenure,Active_Client
528160,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,87020.0,Married,Nova,2019-11-26,2021-12-31,5963.17,Standard,Non-Zero Income,766,Active
497201,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,98078.0,Married,Nova,2018-02-09,2021-12-31,5964.35,Standard,Non-Zero Income,1421,Active
518582,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,90972.0,Married,Nova,2018-09-20,2021-12-31,5968.12,Standard,Non-Zero Income,1198,Active
708566,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,High School or Below,25125.0,Single,Nova,2018-12-25,2021-12-31,5970.82,Standard,Non-Zero Income,1102,Active
834063,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,High School or Below,25125.0,Single,Nova,2020-02-05,2020-10-05,5970.82,Standard,Non-Zero Income,243,Inactive
168349,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Bachelor,52018.0,Divorced,Nova,2017-07-20,2021-12-31,5971.31,Standard,Non-Zero Income,1625,Active
709844,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,41611.0,Married,Nova,2017-02-09,2017-10-09,5973.98,Standard,Non-Zero Income,242,Inactive
128749,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,25320.0,Married,Nova,2021-09-14,2021-12-31,5977.41,Standard,Non-Zero Income,108,Active
121068,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,57693.0,Divorced,Nova,2021-12-09,2021-12-31,5979.72,Standard,Non-Zero Income,22,Active
399101,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,57693.0,Divorced,Nova,2018-03-07,2020-06-16,5979.72,Standard,Non-Zero Income,832,Inactive
735266,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,57693.0,Divorced,Nova,2018-12-24,2021-12-31,5979.72,Standard,Non-Zero Income,1103,Active
943460,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,57693.0,Divorced,Nova,2018-06-12,2021-12-31,5979.72,Standard,Non-Zero Income,1298,Active
932973,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,Bachelor,22946.0,Married,Nova,2018-11-12,2021-12-31,5980.85,Standard,Non-Zero Income,1145,Active
185509,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,66839.0,Single,Nova,2018-08-13,2021-12-31,5989.77,Standard,Non-Zero Income,1236,Active
255108,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,66839.0,Single,Nova,2016-12-23,2021-12-31,5989.77,Standard,Non-Zero Income,1834,Active
395384,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,66839.0,Single,Nova,2020-05-17,2021-12-31,5989.77,Standard,Non-Zero Income,593,Active
650721,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,66839.0,Single,Nova,2020-09-08,2021-12-31,5989.77,Standard,Non-Zero Income,479,Active
686728,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Bachelor,66839.0,Single,Nova,2021-03-14,2021-12-31,5989.77,2021 Promotion,Non-Zero Income,292,Active
859343,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,66839.0,Single,Nova,2019-12-14,2020-08-14,5989.77,Standard,Non-Zero Income,244,Inactive
948117,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,66839.0,Single,Nova,2018-03-03,2021-12-31,5989.77,Standard,Non-Zero Income,1399,Active
595028,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,74284.0,Married,Nova,2018-08-06,2021-12-31,5994.26,Standard,Non-Zero Income,1243,Active
855510,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,High School or Below,28804.0,Married,Nova,2016-11-16,2017-07-16,5995.41,Standard,Non-Zero Income,242,Inactive
963016,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Doctor,26303.0,Divorced,Nova,2015-10-21,2021-12-31,5999.38,Standard,Non-Zero Income,2263,Active
129914,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,High School or Below,23749.0,Married,Nova,2018-07-03,2021-12-31,6005.03,Standard,Non-Zero Income,1277,Active
400486,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,Bachelor,26876.0,Single,Nova,2018-06-13,2021-12-31,6005.21,Standard,Non-Zero Income,1297,Active
878653,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,26876.0,Single,Nova,2018-10-29,2021-12-31,6005.21,Standard,Non-Zero Income,1159,Active
323154,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Master,13528.0,Single,Nova,2019-03-01,2021-12-31,6005.85,Standard,Non-Zero Income,1036,Active
466795,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Master,13528.0,Single,Nova,2016-12-01,2021-12-31,6005.85,Standard,Non-Zero Income,1856,Active
657730,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Master,13528.0,Single,Nova,2016-11-22,2020-10-21,6005.85,Standard,Non-Zero Income,1429,Inactive
683288,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Master,13528.0,Single,Nova,2017-12-12,2021-02-04,6005.85,Standard,Non-Zero Income,1150,Inactive
686220,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Master,13528.0,Single,Nova,2015-11-17,2021-12-31,6005.85,Standard,Non-Zero Income,2236,Active
831442,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Master,13528.0,Single,Nova,2017-07-06,2021-12-31,6005.85,Standard,Non-Zero Income,1639,Active
582166,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,39482.0,Divorced,Nova,2018-04-30,2018-09-07,6006.44,Standard,Non-Zero Income,130,Inactive
424585,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,College,0.0,Married,Nova,2017-03-13,2020-02-12,6006.96,Standard,Zero Income,1066,Inactive
469075,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Married,Nova,2016-07-29,2021-12-31,6006.96,Standard,Zero Income,1981,Active
723715,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Bachelor,43543.0,Married,Nova,2021-07-13,2021-12-31,6008.18,Standard,Non-Zero Income,171,Active
249352,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,High School or Below,25646.0,Married,Nova,2018-09-10,2021-12-31,6013.74,Standard,Non-Zero Income,1208,Active
372824,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,High School or Below,25646.0,Married,Nova,2019-12-28,2021-12-31,6013.74,Standard,Non-Zero Income,734,Active
276806,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,68658.0,Single,Nova,2021-04-08,2021-12-31,6019.93,2021 Promotion,Non-Zero Income,267,Active
128950,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,49539.0,Single,Nova,2017-01-21,2021-12-31,6031.52,Standard,Non-Zero Income,1805,Active
178461,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,College,0.0,Single,Nova,2018-10-04,2021-08-16,6033.22,Standard,Zero Income,1047,Inactive
678967,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,29587.0,Married,Nova,2019-06-21,2021-12-31,6035.09,Standard,Non-Zero Income,924,Active
854831,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,29587.0,Married,Nova,2020-11-04,2021-12-31,6035.09,Standard,Non-Zero Income,422,Active
407798,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,25899.0,Divorced,Nova,2017-06-06,2021-12-31,6042.91,Standard,Non-Zero Income,1669,Active
457552,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,Bachelor,20396.0,Married,Nova,2021-10-10,2021-12-31,6047.03,Standard,Non-Zero Income,82,Active
942191,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,College,0.0,Married,Nova,2021-04-15,2021-12-15,6048.57,2021 Promotion,Zero Income,244,Inactive
552823,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,College,0.0,Single,Nova,2017-09-08,2021-12-31,6051.8,Standard,Zero Income,1575,Active
906826,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,College,0.0,Single,Nova,2019-02-10,2021-12-31,6051.8,Standard,Zero Income,1055,Active
817744,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Doctor,17200.0,Married,Nova,2017-09-14,2021-12-31,6054.49,Standard,Non-Zero Income,1569,Active
163615,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Master,27681.0,Married,Nova,2017-06-23,2021-12-31,6057.07,Standard,Non-Zero Income,1652,Active
399065,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Master,27681.0,Married,Nova,2015-05-17,2021-12-31,6057.07,Standard,Non-Zero Income,2420,Active
612488,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Master,27681.0,Married,Nova,2018-12-25,2021-12-31,6057.07,Standard,Non-Zero Income,1102,Active
644893,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Master,27681.0,Married,Nova,2020-05-24,2021-01-24,6057.07,Standard,Non-Zero Income,245,Inactive
940523,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Master,27681.0,Married,Nova,2016-04-04,2018-10-18,6057.07,Standard,Non-Zero Income,927,Inactive
627670,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Bachelor,32627.0,Married,Nova,2020-01-02,2021-12-31,6066.12,Standard,Non-Zero Income,729,Active
712220,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Master,22103.0,Divorced,Nova,2021-10-06,2021-12-31,6073.24,Standard,Non-Zero Income,86,Active
723061,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,College,0.0,Single,Nova,2018-07-27,2021-12-31,6081.05,Standard,Zero Income,1253,Active
621218,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,44712.0,Single,Nova,2018-09-08,2021-12-31,6085.3,Standard,Non-Zero Income,1210,Active
265072,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Master,13688.0,Divorced,Nova,2015-05-21,2021-12-31,6086.43,Standard,Non-Zero Income,2416,Active
402638,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Master,13688.0,Divorced,Nova,2020-10-25,2021-12-31,6086.43,Standard,Non-Zero Income,432,Active
960913,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,74257.0,Married,Nova,2019-01-02,2021-12-31,6098.46,Standard,Non-Zero Income,1094,Active
899734,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,42800.0,Married,Nova,2019-03-04,2019-11-04,6102.31,Standard,Non-Zero Income,245,Inactive
796347,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Doctor,18690.0,Married,Nova,2019-10-09,2021-12-31,6104.5,Standard,Non-Zero Income,814,Active
688178,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,62455.0,Married,Nova,2019-05-25,2021-12-31,6104.85,Standard,Non-Zero Income,951,Active
761600,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,College,0.0,Married,Nova,2021-07-02,2021-12-31,6105.8,Standard,Zero Income,182,Active
237293,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,College,0.0,Single,Nova,2016-06-23,2021-12-31,6109.14,Standard,Zero Income,2017,Active
880406,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Nova,2019-11-11,2021-12-31,6109.14,Standard,Zero Income,781,Active
245356,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,College,0.0,Single,Nova,2019-06-05,2021-12-31,6113.87,Standard,Zero Income,940,Active
362736,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Single,Nova,2015-10-20,2021-12-31,6113.87,Standard,Zero Income,2264,Active
459971,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,College,0.0,Single,Nova,2019-06-09,2021-12-31,6117.03,Standard,Zero Income,936,Active
994541,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,High School or Below,23843.0,Married,Nova,2016-09-10,2021-12-31,6120.19,Standard,Non-Zero Income,1938,Active
517533,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Bachelor,26787.0,Married,Nova,2019-01-06,2021-12-31,6121.11,Standard,Non-Zero Income,1090,Active
667041,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,90778.0,Married,Nova,2017-03-22,2021-12-31,6131.66,Standard,Non-Zero Income,1745,Active
968090,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Bachelor,43875.0,Divorced,Nova,2016-09-11,2021-12-31,6134.39,Standard,Non-Zero Income,1937,Active
897545,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Nova,2021-05-14,2021-12-31,6141.96,Standard,Zero Income,231,Active
314441,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,45032.0,Married,Nova,2016-05-27,2019-04-25,6143.9,Standard,Non-Zero Income,1063,Inactive
866362,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,78824.0,Divorced,Nova,2021-12-20,2021-12-31,6156.36,Standard,Non-Zero Income,11,Active
387584,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Nova,2016-10-25,2021-12-31,6158.85,Standard,Zero Income,1893,Active
266429,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,80590.0,Married,Nova,2019-04-24,2020-10-30,6162.2,Standard,Non-Zero Income,555,Inactive
384328,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,College,0.0,Single,Nova,2020-03-06,2021-12-31,6165.56,Standard,Zero Income,665,Active
590393,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,60884.0,Married,Nova,2021-10-04,2021-12-31,6165.86,Standard,Non-Zero Income,88,Active
615989,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,27289.0,Married,Nova,2020-03-04,2021-12-31,6167.85,Standard,Non-Zero Income,667,Active
351238,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,49529.0,Married,Nova,2017-11-08,2021-12-31,6176.7,Standard,Non-Zero Income,1514,Active
396726,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Single,Nova,2020-03-27,2021-12-31,6179.7,Standard,Zero Income,644,Active
795174,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Doctor,23712.0,Single,Nova,2021-12-01,2021-12-31,6183.11,Standard,Non-Zero Income,30,Active
266326,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,36464.0,Married,Nova,2021-11-07,2021-12-31,6183.19,Standard,Non-Zero Income,54,Active
553973,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,21020.0,Divorced,Nova,2017-08-18,2021-12-31,6185.34,Standard,Non-Zero Income,1596,Active
512179,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,88375.0,Divorced,Nova,2016-09-27,2021-12-31,6186.5,Standard,Non-Zero Income,1921,Active
407032,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,College,0.0,Single,Nova,2018-10-30,2021-12-31,6187.35,Standard,Zero Income,1158,Active
851499,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,College,0.0,Single,Nova,2021-02-22,2021-10-22,6187.35,2021 Promotion,Zero Income,242,Inactive
434888,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,40352.0,Married,Nova,2017-05-03,2021-12-31,6188.38,Standard,Non-Zero Income,1703,Active
206332,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Nova,2017-10-27,2018-06-27,6189.12,Standard,Zero Income,243,Inactive
154606,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,59523.0,Married,Nova,2021-03-16,2021-12-31,6189.99,2021 Promotion,Non-Zero Income,290,Active
172348,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,59523.0,Married,Nova,2020-04-14,2021-12-31,6189.99,Standard,Non-Zero Income,626,Active
112842,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,College,0.0,Married,Nova,2019-11-20,2021-12-31,6217.26,Standard,Zero Income,772,Active
505204,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,51944.0,Married,Nova,2018-04-01,2021-12-31,6218.66,Standard,Non-Zero Income,1370,Active
491404,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,College,0.0,Single,Nova,2020-07-20,2021-12-31,6220.77,Standard,Zero Income,529,Active
390562,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,74270.0,Single,Nova,2021-07-14,2021-12-31,6222.21,Standard,Non-Zero Income,170,Active
493894,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Bachelor,74270.0,Single,Nova,2016-08-17,2021-12-31,6222.21,Standard,Non-Zero Income,1962,Active
527244,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,College,0.0,Single,Nova,2020-12-01,2021-12-31,6227.37,Standard,Zero Income,395,Active
349730,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Doctor,28334.0,Single,Nova,2017-07-18,2021-12-31,6232.69,Standard,Non-Zero Income,1627,Active
397533,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,College,0.0,Married,Nova,2015-08-22,2021-12-31,6234.31,Standard,Zero Income,2323,Active
767058,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,College,0.0,Married,Nova,2020-07-28,2021-12-31,6234.31,Standard,Zero Income,521,Active
458939,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,College,0.0,Single,Nova,2019-12-19,2021-12-31,6239.26,Standard,Zero Income,743,Active
244538,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,College,0.0,Single,Nova,2019-07-19,2021-12-31,6240.66,Standard,Zero Income,896,Active
681270,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,57734.0,Divorced,Nova,2017-05-14,2021-12-31,6243.14,Standard,Non-Zero Income,1692,Active
576736,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,80101.0,Single,Nova,2021-04-02,2021-12-31,6245.44,2021 Promotion,Non-Zero Income,273,Active
206680,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,College,0.0,Married,Nova,2016-03-11,2021-12-31,6265.34,Standard,Zero Income,2121,Active
475550,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Married,Nova,2018-04-17,2021-12-31,6265.34,Standard,Zero Income,1354,Active
702257,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,College,0.0,Married,Nova,2016-06-11,2021-12-31,6265.34,Standard,Zero Income,2029,Active
921357,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,College,0.0,Married,Nova,2015-08-18,2021-12-31,6265.34,Standard,Zero Income,2327,Active
941621,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,College,0.0,Married,Nova,2020-06-14,2021-02-14,6265.34,Standard,Zero Income,245,Inactive
180321,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,College,0.0,Single,Nova,2020-10-30,2021-12-31,6269.14,Standard,Zero Income,427,Active
773095,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,61040.0,Married,Nova,2021-03-14,2021-12-31,6269.59,2021 Promotion,Non-Zero Income,292,Active
445632,Ontario,London,42.984924,-81.245277,M5B 3E4,Bachelor,94880.0,Single,Nova,2017-07-10,2021-12-31,6271.32,Standard,Non-Zero Income,1635,Active
658175,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Bachelor,76673.0,Divorced,Nova,2020-07-27,2021-12-31,6272.42,Standard,Non-Zero Income,522,Active
568814,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,20836.0,Married,Nova,2019-08-10,2021-12-31,6273.17,Standard,Non-Zero Income,874,Active
692275,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Master,18577.0,Divorced,Nova,2020-08-25,2021-12-31,6273.91,Standard,Non-Zero Income,493,Active
380255,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,High School or Below,13662.0,Single,Nova,2019-08-10,2021-12-31,6274.45,Standard,Non-Zero Income,874,Active
936860,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,College,0.0,Single,Nova,2018-11-12,2019-05-01,6277.01,Standard,Zero Income,170,Inactive
463490,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,College,0.0,Married,Nova,2017-04-17,2021-12-31,6282.32,Standard,Zero Income,1719,Active
827334,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,College,0.0,Single,Nova,2020-02-22,2021-12-31,6285.31,Standard,Zero Income,678,Active
274107,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,40675.0,Married,Nova,2018-07-21,2019-03-21,6289.8,Standard,Non-Zero Income,243,Inactive
506170,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,College,0.0,Single,Nova,2016-01-21,2021-12-31,6291.59,Standard,Zero Income,2171,Active
874842,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,26577.0,Married,Nova,2020-09-09,2021-12-31,6292.74,Standard,Non-Zero Income,478,Active
552546,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,45430.0,Single,Nova,2018-06-16,2019-02-16,6293.96,Standard,Non-Zero Income,245,Inactive
519276,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,High School or Below,29539.0,Single,Nova,2019-07-07,2021-12-31,6300.44,Standard,Non-Zero Income,908,Active
560713,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,College,0.0,Single,Nova,2016-12-02,2021-12-31,6305.93,Standard,Zero Income,1855,Active
723672,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Single,Nova,2018-11-11,2021-12-31,6305.93,Standard,Zero Income,1146,Active
438299,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,21368.0,Married,Nova,2020-04-27,2021-12-31,6308.92,Standard,Non-Zero Income,613,Active
657842,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,21368.0,Married,Nova,2021-04-26,2021-12-31,6308.92,2021 Promotion,Non-Zero Income,249,Active
231090,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,79880.0,Married,Nova,2017-11-28,2021-12-31,6310.4,Standard,Non-Zero Income,1494,Active
236874,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,54408.0,Married,Nova,2016-05-04,2021-09-25,6314.58,Standard,Non-Zero Income,1970,Inactive
504311,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Bachelor,54408.0,Married,Nova,2015-10-14,2021-12-31,6314.58,Standard,Non-Zero Income,2270,Active
289693,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,College,0.0,Married,Nova,2021-07-04,2021-12-31,6314.6,Standard,Zero Income,180,Active
775185,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,College,0.0,Married,Nova,2018-04-06,2021-12-31,6314.6,Standard,Zero Income,1365,Active
206366,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,High School or Below,13792.0,Divorced,Nova,2018-10-07,2021-12-31,6317.37,Standard,Non-Zero Income,1181,Active
197973,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,College,0.0,Divorced,Nova,2021-01-29,2021-12-31,6326.68,Standard,Zero Income,336,Active
576354,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,College,0.0,Married,Nova,2015-05-30,2021-12-31,6331.34,Standard,Zero Income,2407,Active
590025,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,College,0.0,Married,Nova,2020-12-18,2021-12-31,6331.34,Standard,Zero Income,378,Active
827819,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,71737.0,Divorced,Nova,2018-03-25,2021-12-31,6333.03,Standard,Non-Zero Income,1377,Active
447943,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Bachelor,86687.0,Single,Nova,2020-04-05,2021-12-31,6342.47,Standard,Non-Zero Income,635,Active
595334,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,42259.0,Married,Nova,2021-07-04,2021-12-31,6347.5,Standard,Non-Zero Income,180,Active
358039,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Married,Nova,2021-06-28,2021-12-31,6358.25,Standard,Zero Income,186,Active
508923,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Bachelor,41195.0,Married,Nova,2015-10-19,2021-12-31,6360.65,Standard,Non-Zero Income,2265,Active
649404,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,College,0.0,Married,Nova,2017-09-30,2018-05-30,6361.95,Standard,Zero Income,242,Inactive
177677,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,44368.0,Married,Nova,2019-02-22,2019-10-22,6366.23,Standard,Non-Zero Income,242,Inactive
239955,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,44368.0,Married,Nova,2021-03-05,2021-12-31,6366.23,2021 Promotion,Non-Zero Income,301,Active
565351,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Bachelor,44368.0,Married,Nova,2016-09-27,2021-12-31,6366.23,Standard,Non-Zero Income,1921,Active
969219,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,44368.0,Married,Nova,2021-08-29,2021-12-31,6366.23,Standard,Non-Zero Income,124,Active
146099,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,34498.0,Single,Nova,2021-02-11,2021-12-31,6369.26,2021 Promotion,Non-Zero Income,323,Active
312226,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,34498.0,Single,Nova,2020-10-23,2021-12-31,6369.26,Standard,Non-Zero Income,434,Active
624980,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,34498.0,Single,Nova,2018-11-30,2021-12-31,6369.26,Standard,Non-Zero Income,1127,Active
785738,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,34498.0,Single,Nova,2019-04-11,2021-12-31,6369.26,Standard,Non-Zero Income,995,Active
898438,Ontario,Ottawa,45.421532,-75.697189,K1G 4Z0,Bachelor,23797.0,Married,Nova,2016-03-27,2021-12-31,6371.32,Standard,Non-Zero Income,2105,Active
229308,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,27835.0,Divorced,Nova,2019-09-10,2019-12-07,6376.75,Standard,Non-Zero Income,88,Inactive
605874,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,67881.0,Married,Nova,2020-11-15,2021-12-31,6383.48,Standard,Non-Zero Income,411,Active
929282,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,College,0.0,Single,Nova,2020-06-21,2021-12-31,6383.61,Standard,Zero Income,558,Active
424688,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,23751.0,Single,Nova,2019-03-19,2021-12-31,6386.28,Standard,Non-Zero Income,1018,Active
